age,weight(kg),height(m),gender,goal,diet_plan
36,41,1.25,F,lose weight,Low Calorie
30,60,1.74,F,lose weight,Lose Weight
10,30,1.29,F,lose weight,Low Calorie
10,31,1.24,M,maintain weight,High Protein
34,33,1.21,M,lose weight,Low Calorie
11,30,1.35,M,gain weight,High Protein
30,48,1.32,M,maintain weight,High Protein
31,40,1.74,M,maintain weight,Low Calorie
13,35,1.2,M,maintain weight,Maintain Weight
28,77,1.65,F,lose weight,Low Calorie
10,30,1.23,M,gain weight,High Protein
10,47,1.22,M,maintain weight,Maintain Weight
35,30,1.76,M,lose weight,High Protein
33,82,1.73,M,maintain weight,Low Calorie
36,34,1.23,M,gain weight,High Protein
31,30,1.86,F,lose weight,Low Calorie
10,39,1.74,F,lose weight,Lose Weight
10,30,1.2,M,maintain weight,Maintain Weight
31,68,1.8,M,lose weight,Low Calorie
36,62,1.72,F,lose weight,Low Calorie
25,82,1.87,F,lose weight,Lose Weight
39,76,1.22,F,lose weight,Low Calorie
31,67,1.5,F,lose weight,Low Calorie
16,30,1.22,M,lose weight,High Protein
10,31,1.26,M,maintain weight,Maintain Weight
32,69,1.86,F,lose weight,Low Calorie
30,78,1.79,F,lose weight,Low Calorie
35,35,1.78,M,gain weight,High Protein
33,35,1.84,M,lose weight,Low Calorie
37,39,1.6,F,lose weight,Low Calorie
27,68,1.31,M,maintain weight,High Protein
28,33,1.25,M,gain weight,High Protein
29,32,1.22,F,lose weight,High Protein
11,30,1.2,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,High Protein
12,67,1.24,M,maintain weight,Maintain Weight
41,57,1.89,M,lose weight,Low Calorie
13,41,1.28,M,lose weight,Low Calorie
42,75,1.77,M,lose weight,Low Calorie
31,82,1.32,M,lose weight,Low Calorie
11,37,1.2,M,gain weight,High Protein
38,45,1.69,F,lose weight,Low Calorie
33,38,1.72,F,lose weight,Low Calorie
33,65,1.69,M,gain weight,High Protein
33,32,1.7,F,lose weight,Low Calorie
37,37,1.28,M,lose weight,Low Calorie
39,42,1.26,M,lose weight,Low Calorie
27,33,1.25,M,gain weight,High Protein
40,30,1.32,M,lose weight,Low Calorie
33,56,1.24,F,maintain weight,Maintain Weight
37,63,1.61,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
30,76,1.56,F,lose weight,Low Calorie
30,86,1.79,F,lose weight,Lose Weight
10,33,1.62,M,gain weight,High Protein
14,40,1.2,F,maintain weight,Maintain Weight
30,58,1.73,F,lose weight,Low Calorie
42,83,1.86,M,lose weight,Low Calorie
11,30,1.27,M,gain weight,High Protein
46,30,1.65,M,maintain weight,Low Calorie
11,30,1.2,M,maintain weight,Maintain Weight
29,32,1.74,F,lose weight,Low Calorie
29,67,1.69,F,lose weight,Low Calorie
12,30,1.2,M,gain weight,Lose Weight
15,32,1.24,M,gain weight,High Protein
12,32,1.2,M,lose weight,Low Calorie
33,87,1.84,F,lose weight,Low Calorie
29,31,1.27,M,lose weight,Low Calorie
33,53,1.29,F,lose weight,Low Calorie
10,32,1.27,F,lose weight,Lose Weight
37,62,1.71,F,lose weight,Low Calorie
10,33,1.21,M,gain weight,High Protein
10,30,1.33,F,maintain weight,Lose Weight
12,33,1.2,M,gain weight,High Protein
12,30,1.2,M,maintain weight,Low Calorie
10,75,1.76,F,lose weight,Low Calorie
32,39,1.25,F,lose weight,Lose Weight
10,32,1.23,M,gain weight,Low Calorie
31,40,1.61,M,maintain weight,Maintain Weight
30,73,1.89,F,lose weight,Low Calorie
10,51,1.27,F,lose weight,Lose Weight
12,30,1.25,F,lose weight,Low Calorie
34,69,1.69,M,lose weight,Low Calorie
40,30,1.57,M,gain weight,High Protein
33,36,1.82,F,lose weight,Low Calorie
33,84,1.89,M,lose weight,Low Calorie
15,30,1.26,M,maintain weight,Low Calorie
33,32,1.21,M,maintain weight,Maintain Weight
10,30,1.33,M,gain weight,High Protein
34,30,1.56,M,gain weight,High Protein
10,30,1.23,M,lose weight,Low Calorie
31,30,1.23,M,gain weight,High Protein
39,34,1.35,M,maintain weight,Maintain Weight
16,30,1.21,M,maintain weight,High Protein
41,37,1.2,F,lose weight,Low Calorie
31,30,1.2,M,gain weight,High Protein
10,32,1.29,M,gain weight,High Protein
33,45,1.83,F,lose weight,Low Calorie
10,37,1.27,M,maintain weight,Low Calorie
10,37,1.31,M,gain weight,High Protein
32,55,1.79,F,lose weight,Lose Weight
10,30,1.31,F,lose weight,Low Calorie
41,61,1.72,M,lose weight,Low Calorie
29,36,1.26,M,gain weight,High Protein
33,34,1.69,F,lose weight,Low Calorie
10,32,1.86,F,lose weight,Lose Weight
40,68,1.8,M,lose weight,Low Calorie
40,56,1.88,M,lose weight,Low Calorie
30,30,1.88,F,gain weight,High Protein
25,34,1.2,M,gain weight,High Protein
10,45,1.25,M,maintain weight,High Protein
36,92,1.84,F,lose weight,Low Calorie
32,88,1.89,F,lose weight,Low Calorie
10,30,1.26,M,maintain weight,High Protein
10,34,1.26,F,lose weight,Low Calorie
42,65,1.81,M,lose weight,Low Calorie
33,71,1.28,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Maintain Weight
34,39,1.29,M,gain weight,Low Calorie
10,42,1.29,F,lose weight,Lose Weight
11,30,1.27,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
33,75,1.26,M,lose weight,Low Calorie
43,42,1.29,M,gain weight,Low Calorie
29,64,1.22,F,maintain weight,Maintain Weight
10,36,1.2,M,gain weight,High Protein
28,36,1.25,M,maintain weight,High Protein
35,31,1.62,M,lose weight,Low Calorie
41,88,1.85,M,lose weight,Low Calorie
10,30,1.24,M,maintain weight,High Protein
37,35,1.26,M,maintain weight,High Protein
35,71,1.34,M,lose weight,Low Calorie
33,39,1.23,F,maintain weight,Low Calorie
10,35,1.27,F,lose weight,Lose Weight
12,43,1.21,M,maintain weight,Maintain Weight
10,46,1.28,M,gain weight,High Protein
10,60,1.24,F,lose weight,Lose Weight
17,32,1.2,M,maintain weight,Maintain Weight
15,30,1.2,M,lose weight,Low Calorie
27,33,1.6,F,lose weight,Lose Weight
32,39,1.27,F,maintain weight,High Protein
11,30,1.2,F,maintain weight,High Protein
39,30,1.71,M,maintain weight,Low Calorie
31,76,1.88,F,lose weight,Low Calorie
19,30,1.26,M,maintain weight,High Protein
39,83,1.77,F,lose weight,Low Calorie
33,32,1.53,M,lose weight,Low Calorie
38,65,1.79,F,lose weight,Low Calorie
34,83,1.72,F,lose weight,Low Calorie
35,87,1.25,M,lose weight,Low Calorie
32,49,1.7,F,lose weight,Lose Weight
29,55,1.81,M,lose weight,Low Calorie
10,31,1.2,M,lose weight,Lose Weight
29,76,1.66,M,lose weight,Low Calorie
27,60,1.73,F,lose weight,High Protein
10,34,1.25,F,lose weight,Lose Weight
10,32,1.28,F,lose weight,Lose Weight
10,42,1.27,F,lose weight,Lose Weight
16,37,1.2,M,lose weight,Low Calorie
10,49,1.73,F,lose weight,Low Calorie
36,32,1.73,M,maintain weight,High Protein
37,36,1.25,M,gain weight,High Protein
10,30,1.28,F,maintain weight,Lose Weight
40,93,1.69,M,lose weight,Low Calorie
10,36,1.25,F,maintain weight,Low Calorie
16,30,1.2,M,maintain weight,Maintain Weight
31,30,1.55,F,maintain weight,Maintain Weight
30,30,1.21,M,maintain weight,High Protein
35,36,1.26,F,maintain weight,Maintain Weight
10,33,1.32,F,lose weight,Low Calorie
30,78,1.77,F,lose weight,Low Calorie
41,35,1.31,M,lose weight,Low Calorie
40,39,1.6,M,maintain weight,Maintain Weight
41,93,1.71,F,lose weight,Low Calorie
33,81,1.75,F,lose weight,Low Calorie
26,80,1.3,M,gain weight,High Protein
15,36,1.34,M,gain weight,Low Calorie
30,85,1.78,F,lose weight,Low Calorie
34,81,1.84,M,lose weight,Low Calorie
34,77,1.75,F,lose weight,Lose Weight
32,89,1.21,M,maintain weight,High Protein
40,41,1.2,M,gain weight,Low Calorie
31,70,1.84,F,lose weight,Low Calorie
10,30,1.22,F,lose weight,Low Calorie
34,30,1.2,M,maintain weight,Lose Weight
35,37,1.21,M,gain weight,High Protein
29,41,1.3,M,gain weight,High Protein
29,34,1.24,M,maintain weight,High Protein
14,35,1.26,M,maintain weight,High Protein
10,32,1.24,F,maintain weight,High Protein
14,35,1.3,M,lose weight,Low Calorie
10,33,1.22,M,gain weight,High Protein
10,30,1.24,M,maintain weight,High Protein
10,40,1.27,M,gain weight,Low Calorie
14,39,1.27,F,maintain weight,Low Calorie
10,37,1.23,M,maintain weight,Low Calorie
34,91,1.37,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
34,37,1.81,F,lose weight,Low Calorie
33,82,1.75,F,lose weight,Low Calorie
43,79,1.3,M,lose weight,Low Calorie
29,35,1.2,F,lose weight,Lose Weight
19,61,1.31,M,lose weight,Low Calorie
10,30,1.28,F,gain weight,High Protein
26,84,1.86,F,lose weight,Low Calorie
26,39,1.2,M,maintain weight,Lose Weight
37,38,1.5,M,lose weight,Low Calorie
25,61,1.73,F,lose weight,Lose Weight
29,76,1.78,F,lose weight,Low Calorie
11,32,1.3,M,gain weight,High Protein
35,67,1.61,M,gain weight,Low Calorie
34,52,1.81,M,gain weight,High Protein
27,35,1.24,M,gain weight,High Protein
36,30,1.23,M,lose weight,Low Calorie
38,33,1.26,M,lose weight,Low Calorie
10,30,1.25,M,gain weight,High Protein
10,33,1.25,M,gain weight,High Protein
47,68,1.46,M,lose weight,Low Calorie
10,30,1.22,M,gain weight,High Protein
36,79,1.63,F,lose weight,Low Calorie
31,72,1.65,F,lose weight,Low Calorie
15,34,1.2,M,lose weight,High Protein
30,30,1.72,M,lose weight,Lose Weight
37,79,1.88,F,lose weight,Low Calorie
33,34,1.33,M,maintain weight,High Protein
30,48,1.24,F,gain weight,High Protein
28,61,1.61,F,lose weight,Lose Weight
36,67,1.71,M,lose weight,Low Calorie
32,75,1.86,M,lose weight,Low Calorie
10,40,1.27,F,lose weight,Lose Weight
33,30,1.83,F,lose weight,Low Calorie
38,38,1.3,M,maintain weight,High Protein
15,34,1.21,M,maintain weight,Maintain Weight
35,74,1.63,M,lose weight,Low Calorie
28,30,1.2,M,maintain weight,Maintain Weight
10,33,1.29,M,gain weight,High Protein
10,30,1.24,F,lose weight,Low Calorie
10,36,1.2,M,maintain weight,Maintain Weight
24,78,1.86,F,lose weight,Lose Weight
39,36,1.77,F,lose weight,Low Calorie
39,30,1.21,M,maintain weight,High Protein
10,30,1.23,F,lose weight,Lose Weight
10,35,1.26,M,lose weight,Lose Weight
10,30,1.28,M,gain weight,High Protein
11,35,1.24,M,gain weight,High Protein
46,83,1.89,F,lose weight,Low Calorie
32,31,1.23,M,maintain weight,Maintain Weight
38,68,1.87,F,lose weight,Low Calorie
10,36,1.24,F,gain weight,High Protein
32,38,1.28,M,maintain weight,Low Calorie
17,38,1.26,M,gain weight,High Protein
37,71,1.25,M,maintain weight,Low Calorie
14,30,1.26,M,maintain weight,High Protein
15,35,1.2,M,gain weight,High Protein
25,30,1.24,M,gain weight,High Protein
10,32,1.24,M,gain weight,High Protein
10,42,1.85,M,gain weight,High Protein
41,68,1.78,F,lose weight,Low Calorie
36,56,1.7,F,lose weight,Low Calorie
12,38,1.26,M,gain weight,High Protein
10,33,1.28,M,maintain weight,Low Calorie
10,30,1.29,F,lose weight,Low Calorie
39,79,1.67,M,lose weight,Low Calorie
10,30,1.24,F,gain weight,Low Calorie
10,44,1.2,M,maintain weight,Low Calorie
28,35,1.24,M,gain weight,High Protein
10,36,1.23,M,gain weight,High Protein
26,73,1.27,M,gain weight,High Protein
33,35,1.28,M,lose weight,Low Calorie
15,31,1.23,M,gain weight,High Protein
16,30,1.21,M,lose weight,Low Calorie
31,32,1.22,M,lose weight,Low Calorie
14,30,1.2,F,lose weight,High Protein
33,36,1.27,M,gain weight,High Protein
33,30,1.32,F,lose weight,Low Calorie
28,30,1.28,M,gain weight,Low Calorie
14,30,1.33,M,lose weight,Low Calorie
12,30,1.25,M,maintain weight,Low Calorie
10,37,1.2,M,maintain weight,Maintain Weight
34,71,1.67,F,lose weight,Low Calorie
10,31,1.25,F,lose weight,Low Calorie
10,30,1.2,F,maintain weight,Low Calorie
10,30,1.2,F,maintain weight,Lose Weight
32,63,1.63,M,lose weight,Low Calorie
31,60,1.84,F,lose weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
36,30,1.73,M,lose weight,Low Calorie
40,69,1.65,M,lose weight,Low Calorie
10,32,1.21,M,lose weight,Lose Weight
36,71,1.69,F,lose weight,Low Calorie
31,36,1.23,M,lose weight,Low Calorie
31,62,1.62,M,lose weight,Low Calorie
27,43,1.29,F,lose weight,Lose Weight
36,85,1.74,M,lose weight,Low Calorie
11,38,1.76,M,lose weight,Low Calorie
33,76,1.89,F,lose weight,Low Calorie
38,39,1.2,M,gain weight,High Protein
28,67,1.89,F,lose weight,Low Calorie
37,52,1.26,M,lose weight,Low Calorie
10,31,1.2,M,gain weight,High Protein
10,34,1.3,M,maintain weight,Maintain Weight
31,41,1.8,F,lose weight,Low Calorie
30,80,1.79,F,lose weight,Low Calorie
34,37,1.36,M,lose weight,Low Calorie
10,37,1.26,M,gain weight,High Protein
32,69,1.89,F,lose weight,Low Calorie
10,40,1.43,M,gain weight,High Protein
30,33,1.72,M,gain weight,High Protein
11,30,1.21,M,maintain weight,Low Calorie
33,35,1.27,F,lose weight,Low Calorie
10,30,1.22,M,lose weight,Lose Weight
10,30,1.23,F,lose weight,Low Calorie
37,73,1.65,M,lose weight,Low Calorie
28,81,1.87,F,lose weight,Low Calorie
31,41,1.78,M,maintain weight,Low Calorie
39,63,1.74,M,lose weight,Low Calorie
10,36,1.81,M,lose weight,Low Calorie
16,37,1.2,M,maintain weight,Maintain Weight
39,90,1.89,M,lose weight,Low Calorie
17,34,1.32,M,maintain weight,High Protein
10,42,1.23,M,maintain weight,High Protein
35,39,1.8,F,lose weight,Low Calorie
28,67,1.61,F,lose weight,Lose Weight
30,30,1.68,M,lose weight,Low Calorie
10,30,1.25,M,maintain weight,Low Calorie
28,86,1.78,F,lose weight,Low Calorie
15,40,1.29,M,gain weight,High Protein
10,42,1.23,M,maintain weight,Maintain Weight
12,35,1.2,M,maintain weight,Low Calorie
38,78,1.73,M,lose weight,Low Calorie
10,31,1.31,F,lose weight,Low Calorie
27,49,1.44,F,gain weight,High Protein
30,67,1.69,F,lose weight,Low Calorie
31,38,1.26,M,maintain weight,Maintain Weight
10,36,1.28,F,lose weight,Lose Weight
10,30,1.22,M,gain weight,High Protein
38,76,1.88,M,gain weight,Low Calorie
37,31,1.27,M,gain weight,High Protein
30,44,1.28,F,maintain weight,Maintain Weight
34,47,1.71,M,maintain weight,Low Calorie
36,59,1.45,F,lose weight,Low Calorie
11,43,1.22,M,maintain weight,Maintain Weight
10,30,1.31,F,lose weight,Low Calorie
34,83,1.65,M,lose weight,Low Calorie
26,85,1.88,F,lose weight,Low Calorie
27,30,1.28,M,gain weight,High Protein
25,30,1.78,M,maintain weight,Low Calorie
30,37,1.2,F,lose weight,Low Calorie
33,35,1.27,F,lose weight,Low Calorie
10,38,1.27,M,gain weight,High Protein
29,73,1.64,F,lose weight,Low Calorie
10,30,1.33,M,lose weight,Low Calorie
38,38,1.3,M,lose weight,Low Calorie
38,30,1.3,F,lose weight,Low Calorie
34,67,1.75,M,lose weight,Low Calorie
13,37,1.24,M,maintain weight,Low Calorie
29,39,1.87,F,lose weight,Low Calorie
29,35,1.25,M,lose weight,Low Calorie
38,31,1.29,M,gain weight,High Protein
35,30,1.25,F,lose weight,Low Calorie
34,33,1.3,F,lose weight,Low Calorie
37,76,1.81,F,lose weight,Low Calorie
16,35,1.3,M,maintain weight,High Protein
17,34,1.28,M,gain weight,High Protein
36,36,1.29,F,maintain weight,Lose Weight
36,30,1.23,M,maintain weight,High Protein
25,34,1.31,F,lose weight,Low Calorie
16,30,1.31,M,gain weight,High Protein
10,30,1.29,F,lose weight,Low Calorie
11,31,1.27,F,maintain weight,High Protein
14,38,1.21,M,lose weight,Low Calorie
27,63,1.59,F,lose weight,Low Calorie
17,70,1.26,M,gain weight,High Protein
33,69,1.65,F,lose weight,Low Calorie
37,42,1.2,M,maintain weight,Maintain Weight
14,35,1.28,M,maintain weight,Low Calorie
31,64,1.59,F,lose weight,Low Calorie
28,45,1.31,M,lose weight,Low Calorie
14,30,1.23,M,maintain weight,Low Calorie
36,30,1.51,F,lose weight,Low Calorie
35,32,1.27,M,maintain weight,Low Calorie
35,70,1.89,F,lose weight,Low Calorie
30,31,1.89,F,lose weight,Low Calorie
10,36,1.29,M,gain weight,High Protein
13,34,1.28,M,gain weight,High Protein
40,61,1.89,F,gain weight,High Protein
34,84,1.81,M,lose weight,Low Calorie
16,30,1.23,M,gain weight,High Protein
17,34,1.89,M,maintain weight,Low Calorie
12,37,1.2,M,maintain weight,Maintain Weight
35,70,1.7,M,gain weight,High Protein
10,36,1.3,M,lose weight,Lose Weight
37,30,1.32,M,maintain weight,Low Calorie
10,31,1.2,F,lose weight,Low Calorie
10,35,1.28,F,maintain weight,Maintain Weight
32,42,1.24,M,maintain weight,Low Calorie
30,70,1.81,F,lose weight,Lose Weight
24,64,1.2,F,lose weight,Lose Weight
10,31,1.2,M,gain weight,High Protein
32,33,1.88,F,lose weight,Low Calorie
36,74,1.75,M,lose weight,Low Calorie
26,33,1.28,F,lose weight,Low Calorie
33,38,1.77,F,lose weight,Low Calorie
10,37,1.2,M,maintain weight,Maintain Weight
38,30,1.23,F,maintain weight,Low Calorie
10,38,1.8,M,lose weight,Low Calorie
11,30,1.26,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
13,30,1.21,M,maintain weight,High Protein
27,30,1.25,F,lose weight,Low Calorie
40,36,1.26,M,lose weight,Low Calorie
10,30,1.29,M,gain weight,High Protein
11,30,1.25,M,maintain weight,High Protein
41,36,1.24,M,maintain weight,High Protein
10,32,1.6,F,lose weight,Lose Weight
10,30,1.24,M,gain weight,Low Calorie
10,30,1.22,F,lose weight,Maintain Weight
10,30,1.21,F,maintain weight,Low Calorie
37,88,1.26,F,lose weight,Low Calorie
16,30,1.2,M,maintain weight,Low Calorie
39,30,1.76,F,lose weight,Low Calorie
10,36,1.24,M,maintain weight,High Protein
36,36,1.31,M,lose weight,Low Calorie
33,30,1.2,M,lose weight,Low Calorie
30,30,1.79,F,lose weight,Low Calorie
32,34,1.31,F,lose weight,Low Calorie
28,93,1.74,F,lose weight,Low Calorie
30,62,1.25,F,lose weight,Lose Weight
34,61,1.24,M,maintain weight,Maintain Weight
35,36,1.23,M,lose weight,Low Calorie
12,32,1.2,M,maintain weight,Maintain Weight
31,83,1.6,F,lose weight,Low Calorie
34,31,1.48,M,gain weight,Low Calorie
10,30,1.69,F,lose weight,Lose Weight
33,30,1.25,M,lose weight,Low Calorie
34,36,1.83,F,lose weight,Low Calorie
33,58,1.6,M,lose weight,Low Calorie
35,40,1.21,M,maintain weight,Maintain Weight
10,34,1.23,M,lose weight,High Protein
35,44,1.28,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,Maintain Weight
11,30,1.27,F,lose weight,Low Calorie
10,30,1.26,F,lose weight,Lose Weight
10,35,1.21,F,lose weight,Lose Weight
10,30,1.26,F,lose weight,Low Calorie
10,39,1.2,M,maintain weight,High Protein
34,62,1.27,F,lose weight,Lose Weight
10,38,1.2,M,maintain weight,Lose Weight
38,35,1.29,M,lose weight,Low Calorie
37,34,1.22,M,maintain weight,Maintain Weight
10,30,1.3,F,lose weight,Lose Weight
33,40,1.78,F,lose weight,High Protein
34,77,1.74,F,lose weight,Low Calorie
10,33,1.22,M,gain weight,High Protein
35,37,1.76,M,lose weight,Low Calorie
43,73,1.89,M,maintain weight,Low Calorie
15,37,1.2,M,maintain weight,High Protein
32,40,1.89,F,lose weight,Low Calorie
10,30,1.3,F,lose weight,Lose Weight
10,30,1.2,M,gain weight,High Protein
27,73,1.89,F,lose weight,Low Calorie
15,37,1.28,M,maintain weight,High Protein
14,30,1.25,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,Maintain Weight
29,71,1.88,F,lose weight,Low Calorie
15,30,1.26,M,lose weight,Low Calorie
11,30,1.34,F,lose weight,Low Calorie
11,40,1.27,F,lose weight,Low Calorie
30,30,1.23,M,maintain weight,Maintain Weight
13,44,1.25,M,lose weight,Low Calorie
26,30,1.25,M,gain weight,High Protein
22,38,1.21,M,maintain weight,Low Calorie
18,42,1.39,M,gain weight,High Protein
32,70,1.31,M,lose weight,Low Calorie
34,67,1.74,F,lose weight,Low Calorie
32,76,1.89,F,lose weight,Low Calorie
38,37,1.27,F,lose weight,Low Calorie
13,38,1.28,M,lose weight,Low Calorie
30,68,1.75,F,lose weight,Low Calorie
37,58,1.3,M,lose weight,Low Calorie
41,34,1.86,M,lose weight,Low Calorie
13,41,1.28,F,maintain weight,Maintain Weight
10,30,1.26,F,lose weight,Low Calorie
31,30,1.28,F,lose weight,High Protein
30,40,1.5,F,lose weight,Low Calorie
10,30,1.22,M,gain weight,High Protein
10,40,1.22,M,gain weight,Maintain Weight
36,83,1.79,M,lose weight,Low Calorie
29,33,1.88,F,gain weight,High Protein
10,30,1.23,M,lose weight,Lose Weight
30,60,1.89,F,lose weight,Low Calorie
36,30,1.76,M,gain weight,High Protein
10,36,1.2,M,maintain weight,Maintain Weight
37,39,1.85,M,lose weight,High Protein
34,38,1.89,M,maintain weight,Low Calorie
34,35,1.27,M,gain weight,High Protein
20,30,1.7,M,lose weight,Low Calorie
35,92,1.68,M,gain weight,High Protein
26,30,1.2,F,lose weight,Lose Weight
29,30,1.22,M,gain weight,Low Calorie
10,30,1.29,M,gain weight,High Protein
39,63,1.62,F,lose weight,Low Calorie
10,90,1.21,F,lose weight,Lose Weight
30,66,1.26,F,lose weight,Lose Weight
31,62,1.52,F,lose weight,Low Calorie
27,37,1.21,M,maintain weight,High Protein
10,32,1.2,M,maintain weight,Maintain Weight
34,89,1.71,F,lose weight,Low Calorie
10,33,1.2,M,maintain weight,High Protein
44,39,1.23,M,lose weight,Low Calorie
10,35,1.25,M,maintain weight,Maintain Weight
16,30,1.27,F,lose weight,Low Calorie
30,32,1.22,M,gain weight,High Protein
10,30,1.21,F,lose weight,Lose Weight
31,63,1.89,F,lose weight,Low Calorie
13,37,1.23,M,maintain weight,High Protein
12,33,1.27,M,maintain weight,High Protein
33,81,1.25,M,lose weight,Low Calorie
10,30,1.2,M,lose weight,Low Calorie
31,78,1.62,F,lose weight,Low Calorie
10,30,1.22,F,lose weight,Maintain Weight
25,37,1.83,M,gain weight,High Protein
31,79,1.22,F,lose weight,Lose Weight
10,82,1.73,F,lose weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
12,30,1.27,M,maintain weight,High Protein
33,62,1.66,F,lose weight,Low Calorie
10,30,1.3,M,maintain weight,Low Calorie
32,77,1.72,F,lose weight,Low Calorie
10,32,1.39,M,maintain weight,Maintain Weight
10,39,1.27,F,lose weight,Low Calorie
40,78,1.3,M,gain weight,High Protein
31,30,1.25,M,lose weight,High Protein
10,33,1.23,F,lose weight,Lose Weight
38,34,1.31,M,gain weight,High Protein
37,43,1.89,M,lose weight,Low Calorie
15,31,1.74,M,lose weight,Low Calorie
37,38,1.27,M,maintain weight,Low Calorie
30,33,1.25,M,maintain weight,Maintain Weight
32,57,1.85,F,lose weight,Low Calorie
11,30,1.79,M,lose weight,Low Calorie
35,90,1.29,F,lose weight,Low Calorie
31,42,1.62,F,lose weight,Low Calorie
44,81,1.26,M,lose weight,Low Calorie
20,30,1.29,M,lose weight,Low Calorie
10,30,1.2,M,gain weight,High Protein
10,58,1.3,M,gain weight,High Protein
34,46,1.83,M,lose weight,Low Calorie
29,44,1.32,M,gain weight,High Protein
10,31,1.21,M,maintain weight,Maintain Weight
10,30,1.68,M,lose weight,Low Calorie
36,70,1.75,M,gain weight,High Protein
38,33,1.2,M,maintain weight,Maintain Weight
40,80,1.85,M,lose weight,Low Calorie
10,44,1.27,F,lose weight,Lose Weight
13,30,1.3,M,gain weight,High Protein
41,79,1.81,M,lose weight,Low Calorie
10,30,1.31,M,gain weight,High Protein
41,31,1.21,M,lose weight,Low Calorie
34,64,1.23,F,lose weight,Lose Weight
36,71,1.78,M,gain weight,High Protein
32,80,1.78,M,lose weight,Low Calorie
10,30,1.25,F,lose weight,Maintain Weight
10,32,1.27,M,gain weight,High Protein
11,39,1.2,M,gain weight,High Protein
12,31,1.3,F,maintain weight,Low Calorie
41,93,1.89,M,lose weight,Low Calorie
11,32,1.21,M,gain weight,High Protein
37,73,1.3,M,lose weight,Low Calorie
10,33,1.24,M,maintain weight,High Protein
34,63,1.89,F,lose weight,Low Calorie
11,42,1.2,M,maintain weight,Maintain Weight
10,30,1.27,M,maintain weight,Maintain Weight
13,40,1.26,M,gain weight,Low Calorie
31,30,1.3,M,gain weight,High Protein
10,30,1.24,M,gain weight,High Protein
34,30,1.32,M,gain weight,High Protein
10,32,1.89,F,gain weight,High Protein
11,30,1.2,M,gain weight,High Protein
39,73,1.8,F,lose weight,Low Calorie
32,37,1.22,F,lose weight,Low Calorie
32,54,1.75,F,lose weight,Low Calorie
30,36,1.23,M,gain weight,High Protein
10,30,1.28,M,gain weight,High Protein
31,30,1.23,M,maintain weight,High Protein
37,31,1.71,F,lose weight,Low Calorie
14,39,1.2,M,maintain weight,High Protein
10,33,1.3,F,lose weight,Low Calorie
10,30,1.31,F,lose weight,Low Calorie
10,34,1.22,M,maintain weight,High Protein
32,42,1.27,M,maintain weight,Maintain Weight
29,30,1.2,F,maintain weight,Maintain Weight
29,37,1.27,M,gain weight,High Protein
25,69,1.77,F,lose weight,Low Calorie
43,79,1.85,M,lose weight,Low Calorie
13,35,1.3,M,gain weight,Low Calorie
30,30,1.23,M,maintain weight,High Protein
28,60,1.23,F,lose weight,Lose Weight
33,35,1.67,M,gain weight,High Protein
10,41,1.35,F,lose weight,Low Calorie
10,31,1.2,M,maintain weight,Maintain Weight
24,42,1.35,F,lose weight,Lose Weight
11,30,1.23,M,gain weight,High Protein
10,41,1.21,M,gain weight,High Protein
28,38,1.79,F,lose weight,Lose Weight
30,67,1.76,F,lose weight,Low Calorie
28,41,1.63,F,lose weight,Low Calorie
10,30,1.3,M,lose weight,Low Calorie
33,37,1.2,F,lose weight,Low Calorie
10,30,1.23,F,lose weight,Low Calorie
10,40,1.2,M,gain weight,High Protein
10,30,1.2,M,gain weight,High Protein
10,41,1.26,M,gain weight,High Protein
34,37,1.36,M,lose weight,Low Calorie
10,30,1.25,M,gain weight,High Protein
36,36,1.26,M,maintain weight,Low Calorie
27,63,1.89,F,lose weight,Low Calorie
31,75,1.87,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
16,31,1.25,M,gain weight,High Protein
10,35,1.22,M,maintain weight,High Protein
40,79,1.58,M,lose weight,Low Calorie
35,39,1.64,M,lose weight,Lose Weight
37,80,1.35,M,lose weight,Low Calorie
31,33,1.28,M,gain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
31,65,1.67,F,lose weight,Lose Weight
32,68,1.64,F,lose weight,Low Calorie
35,81,1.67,M,lose weight,Low Calorie
26,32,1.23,F,lose weight,Low Calorie
32,82,1.63,M,lose weight,Low Calorie
12,30,1.26,M,lose weight,Low Calorie
15,32,1.26,M,maintain weight,Low Calorie
10,30,1.34,M,lose weight,Low Calorie
30,63,1.29,F,lose weight,Lose Weight
28,91,1.27,M,lose weight,Low Calorie
36,42,1.28,M,lose weight,Low Calorie
10,33,1.24,M,gain weight,High Protein
15,30,1.2,M,maintain weight,Maintain Weight
38,83,1.38,M,maintain weight,Low Calorie
33,37,1.21,M,gain weight,High Protein
